date,0,1,2,3,4,5,6,7,8,9,10
2017-03-03,0.06190093,0.16826418,0.06190093,0.06190093,0.06190093,0.06190093,0.06190093,0.06190093,0.16826418,0.16826418,0.06190093
2017-03-06,0.067076154,0.1823319,0.067076154,0.067076154,0.067076154,0.09872699,0.067076154,0.067076154,0.1823319,0.067076154,0.067076154
2017-03-07,0.070857376,0.13539967,0.07760926,0.070857376,0.070857376,0.098379135,0.070857376,0.070857376,0.19261032,0.070857376,0.070857376
2017-03-08,0.057015955,0.15498544,0.126279,0.057015955,0.057015955,0.057015955,0.057015955,0.108654074,0.15498544,0.11300033,0.057015955
2017-03-09,0.059478004,0.06351879,0.16167799,0.059478004,0.059478004,0.059478004,0.09457933,0.16167799,0.16167799,0.059478004,0.059478004
2017-03-10,0.05365098,0.05365098,0.1458385,0.05365098,0.05365098,0.08693288,0.1458385,0.1458385,0.1458385,0.05365098,0.0614582
2017-03-13,0.059910797,0.059910797,0.16285443,0.059910797,0.059910797,0.059910797,0.16285443,0.06543243,0.16285443,0.059910797,0.0865395
2017-03-14,0.049275775,0.049275775,0.13394545,0.06853061,0.049275775,0.13394545,0.13394545,0.13394545,0.13394545,0.049275775,0.06463906
2017-03-15,0.05104278,0.05104278,0.13874866,0.05104278,0.05104278,0.05104278,0.13874866,0.13874866,0.13874866,0.05104278,0.13874866
2017-03-16,0.04766498,0.04766498,0.12956686,0.04766498,0.04766498,0.12956686,0.12956686,0.12956686,0.12956686,0.04766498,0.113840796
2017-03-17,0.053469647,0.053469647,0.14534557,0.0751523,0.053469647,0.053469647,0.14534557,0.076117165,0.14534557,0.053469647,0.14534557
2017-03-20,0.04572419,0.04572419,0.12429124,0.12429124,0.04572419,0.12429124,0.10216709,0.12429124,0.12429124,0.04572419,0.093479924
2017-03-21,0.052021652,0.052021652,0.14140952,0.108394586,0.052021652,0.07018052,0.095854975,0.13519041,0.14140952,0.052021652,0.099473886
2017-03-22,0.050314102,0.050314102,0.13676792,0.13676792,0.050314102,0.050314102,0.08152311,0.13676792,0.13676792,0.06862709,0.10152162
2017-03-23,0.044837464,0.044837464,0.12188087,0.08936484,0.12188087,0.12188087,0.044837464,0.12188087,0.12188087,0.044837464,0.12188087
2017-03-24,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596
2017-03-27,0.050446957,0.044031963,0.11969129,0.06538035,0.11969129,0.11969129,0.11969129,0.11969129,0.08728969,0.044031963,0.11036269
2017-03-28,0.050664607,0.050664607,0.07342576,0.050664607,0.13772069,0.13772069,0.11839201,0.13772069,0.050664607,0.05464103,0.13772069
2017-03-29,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-03-30,0.049349077,0.049349077,0.082531095,0.049349077,0.13414471,0.13414471,0.13414471,0.13414471,0.049349077,0.049349077,0.13414471
2017-03-31,0.048488293,0.048488293,0.11778189,0.048488293,0.13180485,0.13180485,0.112557195,0.13180485,0.048488293,0.048488293,0.13180485
2017-04-03,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-04-04,0.052803118,0.052803118,0.10667287,0.052803118,0.14353377,0.055176504,0.14353377,0.14353377,0.052803118,0.052803118,0.14353377
2017-04-05,0.04799244,0.04799244,0.04799244,0.04799244,0.13045698,0.13045698,0.1077528,0.13045698,0.04799244,0.13045698,0.13045698
2017-04-06,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-04-07,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-04-10,0.050123587,0.050123587,0.050123587,0.050123587,0.13625003,0.13625003,0.13625003,0.13625003,0.050123587,0.06813179,0.13625003
2017-04-11,0.049570825,0.049570825,0.13474748,0.049570825,0.13474748,0.13474748,0.078408465,0.13474748,0.049570825,0.049570825,0.13474748
2017-04-12,0.05139538,0.05139538,0.06631289,0.05139538,0.13970713,0.13970713,0.11788164,0.13970713,0.05139538,0.05139538,0.13970713
2017-04-13,0.050964482,0.050964482,0.082804404,0.050964482,0.13853584,0.10822983,0.13853584,0.13853584,0.050964482,0.050964482,0.13853584
2017-04-17,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-04-18,0.052168764,0.052168764,0.052168764,0.052168764,0.14180942,0.14180942,0.119749695,0.14180942,0.052168764,0.052168764,0.14180942
2017-04-19,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-04-20,0.05440033,0.05440033,0.05440033,0.05440033,0.14787543,0.14787543,0.08209631,0.14787543,0.05440033,0.05440033,0.14787543
2017-04-21,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-04-24,0.053703506,0.053703506,0.061188348,0.053703506,0.14598127,0.14598127,0.086369015,0.14598127,0.053703506,0.053703506,0.14598127
2017-04-25,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-04-26,0.04779625,0.04779625,0.12992369,0.04779625,0.12992369,0.12992369,0.11140033,0.12992369,0.04779625,0.04779625,0.12992369
2017-04-27,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-04-28,0.05854531,0.05854531,0.05854531,0.05854531,0.15914266,0.05854531,0.112754814,0.15914266,0.05854531,0.05854531,0.15914266
2017-05-01,0.05076792,0.05076792,0.05076792,0.05076792,0.13800153,0.13800153,0.13665836,0.13800153,0.05749597,0.05076792,0.13800153
2017-05-02,0.048632506,0.048632506,0.09585306,0.048632506,0.13219687,0.13219687,0.13219687,0.13219687,0.048632506,0.048632506,0.13219687
2017-05-03,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-05-04,0.053056855,0.053056855,0.053056855,0.053056855,0.1442235,0.1442235,0.10476484,0.1442235,0.053056855,0.053056855,0.1442235
2017-05-05,0.048740342,0.048740342,0.13249,0.048740342,0.13249,0.13249,0.048740342,0.13249,0.048740342,0.09384835,0.13249
2017-05-08,0.05313799,0.05313799,0.063895434,0.05313799,0.14444405,0.14444405,0.09263836,0.14444405,0.05313799,0.05313799,0.14444405
2017-05-09,0.049557343,0.049557343,0.13471083,0.049557343,0.13471083,0.13471083,0.07865903,0.13471083,0.049557343,0.049557343,0.13471083
2017-05-10,0.049888022,0.049888022,0.07251122,0.049888022,0.13560972,0.13560972,0.049888022,0.13560972,0.049888022,0.13560972,0.13560972
2017-05-11,0.05042005,0.05042005,0.06262009,0.05042005,0.13705592,0.13705592,0.13705592,0.13705592,0.05042005,0.05042005,0.13705592
2017-05-12,0.044830337,0.044830337,0.121861495,0.044830337,0.121861495,0.121861495,0.0895096,0.121861495,0.044830337,0.121861495,0.121861495
2017-05-15,0.05018898,0.05018898,0.05018898,0.05018898,0.1364278,0.1364278,0.066916026,0.1364278,0.05018898,0.1364278,0.1364278
2017-05-16,0.05450062,0.05333235,0.05333235,0.05333235,0.14497237,0.14497237,0.05333235,0.14497237,0.05333235,0.09894807,0.14497237
2017-05-17,0.048196815,0.048196815,0.13101253,0.048196815,0.13101253,0.13101253,0.08971496,0.13101253,0.048196815,0.062435053,0.13101253
2017-05-18,0.04414613,0.04414613,0.12000164,0.04414613,0.12000164,0.12000164,0.10340558,0.12000164,0.04414613,0.12000164,0.12000164
2017-05-19,0.05104278,0.05104278,0.05104278,0.05104278,0.13874866,0.13874866,0.13874866,0.13874866,0.05104278,0.05104278,0.13874866
2017-05-22,0.047051355,0.047051355,0.12789886,0.047051355,0.12789886,0.12789886,0.12524891,0.12789886,0.047051355,0.047051355,0.12789886
2017-05-23,0.053473048,0.053473048,0.053473048,0.053473048,0.14535482,0.14535482,0.09774242,0.14535482,0.053473048,0.053473048,0.14535482
2017-05-24,0.04862934,0.04862934,0.04862934,0.04862934,0.13218826,0.13218826,0.13218826,0.09591195,0.04862934,0.13218826,0.13218826
2017-05-25,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-05-26,0.051042773,0.051042773,0.051042773,0.051042773,0.13874866,0.13874866,0.051042773,0.13874866,0.051042773,0.13874866,0.13874866
2017-05-30,0.05561414,0.05561414,0.06161544,0.05561414,0.15117492,0.15117492,0.05561414,0.15117492,0.05561414,0.05561414,0.15117492
2017-05-31,0.057195734,0.057195734,0.057195734,0.057195734,0.15547413,0.15547413,0.07342555,0.11697765,0.057195734,0.057195734,0.15547413
2017-06-01,0.050398793,0.050398793,0.13699813,0.050398793,0.13699813,0.13699813,0.06301532,0.13699813,0.050398793,0.050398793,0.13699813
2017-06-02,0.047854237,0.047854237,0.13008131,0.047854237,0.13008131,0.11032232,0.13008131,0.13008131,0.047854237,0.047854237,0.13008131
2017-06-05,0.049073566,0.049073566,0.13339579,0.049073566,0.13339579,0.13339579,0.087653264,0.13339579,0.049073566,0.049073566,0.13339579
2017-06-06,0.048711896,0.048711896,0.048711896,0.048711896,0.13241267,0.13241267,0.13241267,0.0913232,0.051765833,0.13241267,0.13241267
2017-06-07,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.046927,0.12756082,0.046927,0.12756082,0.12756082
2017-06-08,0.04769138,0.04769138,0.11335003,0.04769138,0.12963861,0.12963861,0.12963861,0.12963861,0.04769138,0.04769138,0.12963861
2017-06-09,0.059956267,0.059956267,0.07251401,0.059956267,0.16297804,0.059956267,0.0788142,0.16297804,0.059956267,0.059956267,0.16297804
2017-06-12,0.048001915,0.048001915,0.048001915,0.048001915,0.13048273,0.13048273,0.107576646,0.13048273,0.048001915,0.13048273,0.13048273
2017-06-13,0.04786842,0.04786842,0.13011986,0.04786842,0.13011986,0.13011986,0.11005858,0.13011986,0.04786842,0.04786842,0.13011986
2017-06-14,0.05104278,0.05104278,0.13874866,0.05104278,0.13874866,0.13874866,0.05104278,0.13874866,0.05104278,0.05104278,0.13874866
2017-06-15,0.048306797,0.048306797,0.101908535,0.048306797,0.13131149,0.13131149,0.13131149,0.13131149,0.048306797,0.048306797,0.13131149
2017-06-16,0.04859882,0.04859882,0.09647944,0.04859882,0.13210529,0.13210529,0.13210529,0.13210529,0.04859882,0.04859882,0.13210529
2017-06-19,0.044546507,0.044546507,0.12108997,0.044546507,0.12108997,0.12108997,0.09527409,0.12108997,0.044546507,0.12108997,0.12108997
2017-06-20,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-06-21,0.044297274,0.044297274,0.120412484,0.044297274,0.120412484,0.120412484,0.116736524,0.120412484,0.044297274,0.104011916,0.120412484
2017-06-22,0.047371402,0.047371402,0.047371402,0.047371402,0.12876883,0.12876883,0.119298816,0.12876883,0.047371402,0.12876883,0.12876883
2017-06-23,0.0521893,0.0521893,0.14186524,0.0521893,0.14186524,0.14186524,0.10494425,0.06664823,0.0521893,0.0521893,0.14186524
2017-06-26,0.05315174,0.05315174,0.08059821,0.05315174,0.14448142,0.14448142,0.07571733,0.14448142,0.05315174,0.05315174,0.14448142
2017-06-27,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-06-28,0.049118634,0.049118634,0.086815186,0.049118634,0.13351831,0.13351831,0.049118634,0.13351831,0.049118634,0.13351831,0.13351831
2017-06-29,0.07213696,0.053577807,0.053577807,0.053577807,0.14563958,0.14563958,0.07741561,0.14563958,0.053577807,0.053577807,0.14563958
2017-06-30,0.04945484,0.04945484,0.110631995,0.04945484,0.13443221,0.07770347,0.07611631,0.13443221,0.04945484,0.13443221,0.13443221
2017-07-03,0.052670356,0.052670356,0.14317288,0.052670356,0.14317288,0.14317288,0.10508299,0.058873676,0.052670356,0.052670356,0.14317288
2017-07-05,0.050818283,0.050818283,0.13813843,0.050818283,0.13813843,0.13813843,0.13813843,0.05521641,0.050818283,0.050818283,0.13813843
2017-07-06,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-07,0.0456233,0.0456233,0.12401699,0.0456233,0.12401699,0.12401699,0.07340482,0.12401699,0.0456233,0.12401699,0.12401699
2017-07-10,0.061208762,0.061208762,0.061208762,0.061208762,0.16638267,0.065249644,0.068349704,0.16638267,0.061208762,0.061208762,0.16638267
2017-07-11,0.047454484,0.047454484,0.12899467,0.047454484,0.12899467,0.12899467,0.11775422,0.12899467,0.047454484,0.047454484,0.12899467
2017-07-12,0.04611647,0.04611647,0.12535757,0.04611647,0.12535757,0.12535757,0.12535757,0.12535757,0.04611647,0.06338867,0.12535757
2017-07-13,0.050932966,0.050932966,0.13845016,0.050932966,0.13845016,0.13845016,0.053084306,0.13845016,0.050932966,0.050932966,0.13845016
2017-07-14,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-17,0.050582748,0.050582748,0.13749817,0.050582748,0.13749817,0.13749817,0.059595387,0.13749817,0.050582748,0.050582748,0.13749817
2017-07-18,0.047366746,0.047366746,0.047366746,0.047366746,0.12875617,0.12875617,0.119385384,0.12875617,0.047366746,0.12875617,0.12875617
2017-07-19,0.04964657,0.04964657,0.13495338,0.04964657,0.13495338,0.13495338,0.077000156,0.13495338,0.04964657,0.04964657,0.13495338
2017-07-20,0.05897448,0.046688255,0.12691185,0.046688255,0.12691185,0.12691185,0.101201616,0.12691185,0.046688255,0.06519986,0.12691185
2017-07-21,0.049719963,0.049719963,0.08776763,0.049719963,0.13515288,0.13515288,0.12302103,0.13515288,0.049719963,0.049719963,0.13515288
2017-07-24,0.05686519,0.05686519,0.05686519,0.05686519,0.15457562,0.15457562,0.075154334,0.11992764,0.05686519,0.05686519,0.15457562
2017-07-25,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-07-26,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-07-27,0.05434783,0.05434783,0.05434783,0.05434783,0.14773273,0.13185255,0.098862246,0.14773273,0.05434783,0.05434783,0.14773273
2017-07-28,0.048412934,0.048412934,0.1316,0.048412934,0.1316,0.1316,0.099935256,0.1316,0.048412934,0.048412934,0.1316
2017-07-31,0.053395957,0.053395957,0.087235525,0.053395957,0.14514527,0.14514527,0.06520361,0.14514527,0.053395957,0.053395957,0.14514527
2017-08-01,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-08-02,0.05594991,0.05594991,0.05594991,0.05594991,0.15208764,0.15208764,0.05594991,0.15208764,0.05594991,0.05594991,0.15208764
2017-08-03,0.04840099,0.04840099,0.13156754,0.04840099,0.13156754,0.13156754,0.100157306,0.13156754,0.04840099,0.04840099,0.13156754
2017-08-04,0.05730369,0.05730369,0.05730369,0.05730369,0.15576757,0.15576757,0.08697329,0.101901785,0.05730369,0.05730369,0.15576757
2017-08-07,0.046948954,0.046948954,0.103256114,0.046948954,0.1276205,0.1276205,0.070845515,0.1276205,0.046948954,0.1276205,0.1276205
2017-08-08,0.04452664,0.04452664,0.12103596,0.04452664,0.12103596,0.12103596,0.09567768,0.12103596,0.04452664,0.12103596,0.12103596
2017-08-09,0.051071636,0.051071636,0.12005166,0.051071636,0.13882712,0.13882712,0.06928165,0.13882712,0.051071636,0.051071636,0.13882712
2017-08-10,0.055598892,0.055598892,0.15113346,0.055598892,0.15113346,0.055598892,0.061872803,0.15113346,0.055598892,0.055598892,0.15113346
2017-08-11,0.04342544,0.04342544,0.118042596,0.04342544,0.118042596,0.118042596,0.118042596,0.118042596,0.04342544,0.118042596,0.118042596
2017-08-14,0.052616764,0.052616764,0.0842528,0.052616764,0.1430272,0.1430272,0.08055458,0.1430272,0.052616764,0.052616764,0.1430272
2017-08-15,0.046884347,0.046884347,0.053583957,0.046884347,0.12744488,0.12744488,0.12165423,0.12744488,0.046884347,0.12744488,0.12744488
2017-08-16,0.046927,0.046927,0.12756082,0.046927,0.12756082,0.12756082,0.12756082,0.12756082,0.046927,0.046927,0.12756082
2017-08-17,0.053458955,0.046605386,0.12668659,0.046605386,0.12668659,0.12668659,0.12668659,0.12668659,0.046605386,0.046605386,0.12668659
